-8.87347221	41.86989975
-8.90041637	42.11264038
-8.81486225	42.11541748
-8.850417	42.156807
-8.61402702	42.28569412
-8.59652805	42.34624863
-8.6898613	42.27986145
-8.87347221	42.2504158
-8.85763931	42.3093071
-8.81680584	42.27875137
-8.837362	42.340416
-8.770417	42.332638
-8.65180588	42.42763901
-8.839028	42.383751
-8.882083	42.455418
-8.94514	42.46347
-8.87125	42.500973
-8.868472	42.447083
-8.8209734	42.45236206
-8.82958317	42.57541656
-8.771529	42.593472
-8.72624874	42.67708206
-8.80374909	42.63680649
-8.842362	42.686249
-8.856805	42.606251
-8.900416	42.643471
-8.92014027	42.58652878
-9.048471	42.517082
-9.035138	42.559307
-9.092639	42.575695
-9.034028	42.695972
-8.86958408	42.82847214
-8.959029	42.779305
-9.063473	42.78653
-9.091805	42.737083
-9.153751	42.802082
-9.107916	42.820694
-9.151805	42.870693
-9.12791729	42.9070816
-9.18986225	42.95236206
-9.18347359	42.91569519
-9.23236084	42.94152832
-9.28152656	42.88930511
-9.25208473	43.00291824
-9.29986	43.056805
-9.13208389	43.13347244
-9.205139	43.129028
-9.174583	43.191528
-8.9295826	43.22124863
-8.940696	43.223194
-8.991805	43.275417
-8.839306	43.345974
-8.71347332	43.28930664
-8.53291702	43.31513977
-8.399583	43.390415
-8.35958195	43.31624985
-8.35513783	43.39014053
-8.30624962	43.40569305
-8.21541786	43.29152679
-8.22152805	43.39208221
-8.13458443	43.42430496
-8.31680489	43.44486237
-8.20041561	43.46041489
-8.1534729	43.51291657
-8.340695	43.458195
-8.293749	43.533474
-8.322362	43.56514
-8.262639	43.556252
-8.09291553	43.66708374
-8.05069542	43.63319397
-8.06235981	43.70541763
-7.905973	43.769028
-7.868194	43.774307
-7.849582	43.717083
-7.808195	43.695415
-7.81264	43.726807
-7.68958187	43.79152679
-7.66208219	43.77541733
-7.70874977	43.70791626
-7.637917	43.753193
-7.59875011	43.65763855
-7.58458281	43.71208191
-7.49013996	43.73291779
-7.2459712	43.57652664
-7.26708317	43.54069519
-7.04041576	43.55652618
-7.05263901	43.47375107
-7.00736189	43.53013992
-7.02930498	43.5573616
-6.945971	43.575138
-6.745138	43.567638
-6.724861	43.531528
-6.62624884	43.57513809
-6.35541677	43.55097198
-6.24430513	43.59708404
-6.0776391	43.56541824
-6.08569479	43.53569412
-6.01875	43.587639
-5.94597292	43.59875107
-5.83986092	43.66152954
-5.69235992	43.54319382
-5.4093051	43.55430603
-5.41569281	43.50902939
-5.29875088	43.53569412
-5.21513796	43.47347259
-4.56819391	43.39319611
-4.22097301	43.39374924
-3.78402805	43.4920845
-3.76319408	43.46652603
-3.82958293	43.4351387
-3.80791593	43.39458466
-3.77124906	43.44874954
-3.7370851	43.43152618
-3.723471	43.473194
-3.58597112	43.51486206
-3.58791804	43.47819519
